Pharmacy Name,City,Telephone,Address/Street,Latitude,Longitude,Working Days,Working Hours,De Garde,Google Maps Link,Pharmacy_Last_Updated,Extraction_Day
Pharmacie Bakkali صيدلية البقالي,Fès,+212 5 35 61 21 84,Route Ain Chkef,34.0103035,-5.0057817,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0103035,-5.0057817",2026-03-05,Friday (2026-06-05)
Pharmacie Florida صيدلية فلوريدا,Fès,+212 5 35 60 43 13,Hay Anass 3,34.0076467,-5.0031474,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0076467,-5.0031474",2026-03-05,Friday (2026-06-05)
Pharmacie Mont Fleuri صيدلية الجبل,Fès,+212 5 35 64 40 06,Avenue Karama Zohour 1,34.0152601,-4.9860772,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0152601,-4.9860772",2026-03-05,Friday (2026-06-05)
Pharmacie Al Yousr صيدلية اليسر,Fès,+212 5 35 60 92 93,Complexe Salalam rte immouzer,34.012366,-5.0027424,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.012366,-5.0027424",2026-03-05,Friday (2026-06-05)
Pharmacie Al Fadila صيدلية الفضيلة,Fès,+212 5 35 64 42 31,Avenue Karama Zohour 1,34.0114188,-4.988769,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0114188,-4.988769",2026-03-05,Friday (2026-06-05)
Pharmacie Ryad صيدلية الرياض,Fès,+212 5 35 64 05 54,Avenue Ibn Khatteb acces bouremana,34.0265672,-4.9935021,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0265672,-4.9935021",2026-03-05,Friday (2026-06-05)
Pharmacie Ghizlane صيدلية غزلان,Fés,+212 5 35 61 93 54,RTE DE SEFROULOTISS OUAFAE N 342 FES,34.0057403,-4.9687656,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0057403,-4.9687656",2026-03-05,Friday (2026-06-05)
Pharmacie l'Entente صيدلية الإتفاق,Fès,+212 5 35 60 45 25,160 LOTTI ERAC HAY WIFAK RTE AIN SMEN,34.0242974,-4.9897763,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0242974,-4.9897763",2026-03-05,Friday (2026-06-05)
Pharmacie Route de Sefrou صيدلية طريق صفرو,Fès,+212 5 35 73 33 06,Boulevard Moulay Rachid,34.0212182,-4.9879182,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0212182,-4.9879182",2026-03-05,Friday (2026-06-05)
Pharmacie Faculté de Médecine صيدلية كلية الطب,Fès فاس,+212 5 35 61 95 08,hay elamal rte de sefrou,34.0076423,-4.9652236,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0076423,-4.9652236",2026-03-05,Friday (2026-06-05)
Pharmacie Nour El Houda صيدلية نور الهدى,Fès,+212 5 35 61 71 52,BVD Israe,34.0129244,-4.965755,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0129244,-4.965755",2026-03-05,Friday (2026-06-05)
Pharmacie Champs de Courses صيدلية ملعب الخيل,Fès فاس,+212 5 35 65 23 38,champs de Cours,34.036918,-5.0152573,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.036918,-5.0152573",2026-03-05,Friday (2026-06-05)
Pharmacie Firdaous صيدلية الفردوس,Fès,+212 5 35 64 06 25,Avenue Al Manama Zohour 1,34.0146357,-4.9897963,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0146357,-4.9897963",2026-03-05,Friday (2026-06-05)
Pharmacie de l'Hôpital Universitaire صيدلية المستشفى الجامعي,Fès ⴼⴰⵙ فاس,+212 5 35 61 56 83,Al Madina Mounawara,34.0106557,-4.9657329,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0106557,-4.9657329",2026-03-05,Friday (2026-06-05)
Pharmacie Ibn Hazm صيدلية بن حزم,Fès,+212 5 35 61 62 35,Not Listed,34.0091231,-4.9695833,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0091231,-4.9695833",2026-03-05,Friday (2026-06-05)
Pharmacie Yasmine صيدلية ياسمين,Fès,+212 5 35 61 96 43,BVD D'oran mont fleuri 2,34.0102284,-4.9880887,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0102284,-4.9880887",2026-03-05,Friday (2026-06-05)
Pharmacie Ben Cheikh صيدلية ابن الشيخ,Fés,+212 5 35 61 48 06,Not Listed,34.0127576,-4.9700355,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0127576,-4.9700355",2026-03-05,Friday (2026-06-05)
Pharmacie Al Wassila صيدلية الوسيلة,Fès,+212 5 35 61 96 16,200 ROUTE DE SEFROU LOTTI WAFAE FEZ,34.0063267,-4.9737192,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0063267,-4.9737192",2026-03-05,Friday (2026-06-05)
Pharmacie Al Fajr صيدلية الفجر,Fès ⴼⴰⵙ فاس,+212 5 35 94 23 03,Av Ocean Pacifique Hay Riad,34.0154938,-4.9630375,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0154938,-4.9630375",2026-03-05,Friday (2026-06-05)
Pharmacie Beyrout صيدلية بيروت,Fès,+212 5 35 61 96 60,139 av bayrout mont fleuri 1,34.0078871,-4.984039,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0078871,-4.984039",2026-03-05,Friday (2026-06-05)
Pharmacie Lahbabi صيدلية لحبابي,Fès,+212 5 35 60 84 07,BV BAYROUT Résidence Rawd Azhar Mont fleuri,34.0044736,-4.9892319,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0044736,-4.9892319",2026-03-05,Friday (2026-06-05)
Pharmacie Mourchid صيدلية مرشد,Fès,+212 5 35 73 34 93,bvd Attadhia Narjiss,34.0133949,-4.9784725,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0133949,-4.9784725",2026-03-05,Friday (2026-06-05)
Pharmacie Complexe Sportif صيدلية المركب الرياضي,Fès ⴼⴰⵙ فاس,+212 5 35 73 28 73,Av Rahma Narjis,34.0171017,-4.9699202,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0171017,-4.9699202",2026-03-05,Friday (2026-06-05)
Pharmacie Lina صيدلية لينة,Fès,+212 5 35 73 37 21,Avenue Al Majd,34.0166758,-4.9745419,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0166758,-4.9745419",2026-03-05,Friday (2026-06-05)
Pharmacie Azzouzi صيدلية عزوزي,Fès,+212 5 35 96 04 28,Avenue Al Wahda,34.0153241,-4.9795386,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0153241,-4.9795386",2026-03-05,Friday (2026-06-05)
Pharmacie Yousfi صيدلية يوسفي,Fès,+212 5 35 61 86 19,LOT LAZRAK MONT FLEURI 2,34.0057858,-4.9834357,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0057858,-4.9834357",2026-03-05,Friday (2026-06-05)
Pharmacie Sidi Brahim صيدلية سيدي ابراهيم,Fès,+212 5 35 64 02 22,HAY EL QODS 2 BLOC 13 ERAC SIDI BRAHIM FES,34.0201153,-4.9703139,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0201153,-4.9703139",2026-03-05,Friday (2026-06-05)
Pharmacie Noureddine صيدلية نور الدين,Fès ⴼⴰⵙ فاس,+212 5 35 73 15 40,Awint Al Hajaj Bloc A4,34.0200563,-4.9641712,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0200563,-4.9641712",2026-03-05,Friday (2026-06-05)
Pharmacie du Quartier Industriel صيدلية الحي الصناعي,Fès ⴼⴰⵙ فاس,+212 5 35 73 31 94,HAY SIDI BRAHIM BLOC 18 N 6 ERAC FES,34.0222491,-4.9714568,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0222491,-4.9714568",2026-03-05,Friday (2026-06-05)
Pharmacie Talbi صيدلية طالبي,Fès ⴼⴰⵙ فاس,+212 5 35 73 33 09,Avenue Errahma,34.0193429,-4.9765996,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0193429,-4.9765996",2026-03-05,Friday (2026-06-05)
Pharmacie Al Ikhlasse صيدلية الإخلاص,Fès,+212 5 35 61 70 56,Avenue Koufa Zohour 2,34.0041222,-4.978387,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0041222,-4.978387",2026-03-05,Friday (2026-06-05)
Pharmacie Zohour صيدلية الزهور,Fès,+212 5 35 61 84 77,Zohour 2,34.0044491,-4.9828381,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0044491,-4.9828381",2026-03-05,Friday (2026-06-05)
Pharmacie Al Akhawayn صيدلية الأخوين,Fès,+212 5 35 61 47 55,Avenue Ismailia Mont fleuri2,34.0074565,-4.9804051,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0074565,-4.9804051",2026-03-05,Friday (2026-06-05)
Pharmacie Hay El Hassani صيدلية حي الحساني,Fès ⴼⴰⵙ فاس,+212 5 35 64 40 98,HAY EI HASSANI BLOC 4 ERAC SIDI BRAHIM,34.0209771,-4.9744947,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0209771,-4.9744947",2026-03-05,Friday (2026-06-05)
Pharmacie Narjiss صيدلية النرجس,Fès,+212 5 35 64 37 34,Not Listed,34.0206094,-4.9788651,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0206094,-4.9788651",2026-03-05,Friday (2026-06-05)
Pharmacie Ismailia صيدلية الإسماعيلية,Fès,+212 5 35 73 14 41,Avenue Ismailia Lotis Lahlou Zohour 1,34.0109079,-4.9831621,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0109079,-4.9831621",2026-03-05,Friday (2026-06-05)
Pharmacie Cotef صيدلية كوطيف,Fès,+212 5 35 73 04 73,Not Listed,34.0227418,-4.9779877,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0227418,-4.9779877",2026-03-05,Friday (2026-06-05)
Pharmacie La Famille صيدلية العائلة,Fès,+212 5 35 61 01 33,Avenue Chenguit Zohour 2,34.0050682,-4.9869764,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0050682,-4.9869764",2026-03-05,Friday (2026-06-05)
Pharmacie Hameda Benchekroun صيدلية حميدة بنشقرون,Fès,+212 5 35 61 20 50,llah Route d ' Imouzzer Rue Bab Mansour,34.0086636,-4.993274,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0086636,-4.993274",2026-03-05,Friday (2026-06-05)
Pharmacie La Suite صيدلية لاسويط,Fès,+212 5 35 60 36 49,85lotiss Riad Nakhil route Immouzzer Fes,33.9939304,-4.9905295,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.9939304,-4.9905295",2026-03-05,Friday (2026-06-05)
Pharmacie Makro صيدلية ماكرو,Fès,+212 6 71 65 66 91,3 lotti N 15 cartier bensouda,34.0201123,-5.0532944,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0201123,-5.0532944",2026-03-05,Friday (2026-06-05)
La Grande Pharmacie الصيدلية الكبرى,Fès,+212 5 35 65 50 06,BENSOUDA EN FACE DE ATACADAO,34.0239277,-5.0555968,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0239277,-5.0555968",2026-03-05,Friday (2026-06-05)
Pharmacie El Boutahri صيدلي البوطهري,Fès,+212 5 35 72 98 47,lotti hawae jamil Masjid 1 rte ras l ma,34.0182077,-5.0574499,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0182077,-5.0574499",2026-03-05,Friday (2026-06-05)
Pharmacie Assafwa صيدلية الصفوة,Fès,+212 5 35 72 91 53,N 24 LOT LAALEJ BENSOUDA,34.0215063,-5.0490094,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0215063,-5.0490094",2026-03-05,Friday (2026-06-05)
Pharmacie El Hijazi صيدلية الحجازي,Fès,+212 5 35 72 97 64,17 Lotiss Hatim Bensoudza,34.0202864,-5.0462911,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0202864,-5.0462911",2026-03-05,Friday (2026-06-05)
Pharmacie Sandra صيدلية ساندرا,Fès,+212 5 35 72 60 03,Lot Mssafer Bensouda,34.0242119,-5.0506962,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0242119,-5.0506962",2026-03-05,Friday (2026-06-05)
Pharmacie Zouagha Bas صيدلية الزواغة السفلى,Fès,+212 5 35 72 66 32,Lot Moulay Driss hay el marja,34.0277814,-5.0462297,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0277814,-5.0462297",2026-03-05,Friday (2026-06-05)
Pharmacie Al Hamd صيدلية الحمد,Fès,+212 6 76 96 21 90; +212 5 35 61 20 50,HAY LMARJA RTE ZOUAGHA FES,34.0274386,-5.0413497,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0274386,-5.0413497",2026-03-05,Friday (2026-06-05)
Pharmacie El Qods صيدلية القدس,Fès,+212 5 35 65 50 68,Not Listed,34.0156066,-5.0510426,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0156066,-5.0510426",2026-04-16,Friday (2026-06-05)
Pharmacie L'Avenir صيدلية المستقبل,Fès,+212 5 35 72 82 99,122 LOTTI TAOUFIK AL MARJAT,34.0303541,-5.0410357,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0303541,-5.0410357",2026-03-05,Friday (2026-06-05)
Pharmacie Al Marja صيدلية المرجة,Fès,+212 5 35 72 69 99,Rue 27 Marja,34.0312285,-5.0446229,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0312285,-5.0446229",2026-03-05,Friday (2026-06-05)
Pharmacie Arreda صيدلية الرضا,Fès,+212 5 35 72 92 99,ZOUAGHA RTE BENSOUDA,34.0365448,-5.0494287,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0365448,-5.0494287",2026-03-05,Friday (2026-06-05)
Pharmacie Sefrioui صيدلية الصفريوي,Fès,+212 5 35 61 26 39,Route d ' Ain Chkef,34.0088152,-5.0097849,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0088152,-5.0097849",2026-03-05,Friday (2026-06-05)
Pharmacie Diamant Vert صيدلية الجوهرة الخضراء,Fès,+212 5 35 96 22 73,Route d ' Ain Chkef Lotis Karaouiyine,34.0009245,-5.0120511,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0009245,-5.0120511",2026-03-05,Friday (2026-06-05)
Pharmacie Ouad El Jawahir صيدلية واد الجواهر,Fès,+212 5 35 72 80 76,4 RUE 15 BLOC D HAY OUED FEZ MARJA,34.0388197,-5.0507853,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0388197,-5.0507853",2026-03-05,Friday (2026-06-05)
Pharmacie Wafi صيدلية الوافي,Fès,+212 5 35 65 53 24; +212 6 26 12 89 79,Riad Zouhour Marja Ouad,34.036935,-5.0441143,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.036935,-5.0441143",2026-03-05,Friday (2026-06-05)
Pharmacie Espace Santé صيدلية فضاء الصحة,Fès,+212 5 35 72 83 13,235 LOTTI EZZOHOR HAY EL MARJA,34.0341382,-5.0436688,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0341382,-5.0436688",2026-03-05,Friday (2026-06-05)
Pharmacie Haj Bensalem صيدلية الحاج بنسالم,Fès,+212 5 35 65 51 87,Hay Mikou Marja Ouad,34.0351489,-5.038962,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0351489,-5.038962",2026-03-05,Friday (2026-06-05)
Pharmacie Italia صيدلية إيطاليا,Fès,+212 5 35 72 99 54,Hay Tazi Marja Ouad,34.0401158,-5.0349723,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0401158,-5.0349723",2026-03-05,Friday (2026-06-05)
Pharmacie Al Najoua صيدلية النجوى,Fès,+212 5 35 65 56 48,1 RUE 9 HAY MIKOU MERJA FEZ,34.0375903,-5.0406043,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0375903,-5.0406043",2026-03-05,Friday (2026-06-05)
Pharmacie El Iraki صيدلية العراقي,Fès,+212 5 35 72 96 47,Not Listed,34.0147038,-5.0486606,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0147038,-5.0486606",2026-04-16,Friday (2026-06-05)
Pharmacie Al Oumma صيدلية الأمة,Fès,+212 5 35 60 04 26; +212 5 35 60 59 90,61B ROUTE BENSOUDA ZOUAGHA,34.0233281,-5.0375648,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0233281,-5.0375648",2026-03-05,Friday (2026-06-05)
Pharmacie Zouagha صيدلية الزواغة,Fès,+212 5 35 60 14 75,ZOUAGHAT RTE BENSOUDA,34.0247648,-5.0351104,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0247648,-5.0351104",2026-03-05,Friday (2026-06-05)
Pharmacie Bensouda صيدلية بن سودة,Fès,+212 5 35 72 65 63,3 hay Msallah fes,34.0170139,-5.0531777,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0170139,-5.0531777",2026-03-05,Friday (2026-06-05)
Pharmacie Av Med VI صيدلية شارع محمد السادس,Fès,+212 5 35 60 41 35,BVD MOHAMMED 6 ZOUAGHAT,34.0263639,-5.028244,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0263639,-5.028244",2026-03-05,Friday (2026-06-05)
Pharmacie des Sciences صيدلية العلوم,Fès,+212 5 35 72 73 99,347 LOT QUARAOUIYINE RTE AIN CHEKAF,34.0104753,-5.0176469,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0104753,-5.0176469",2026-03-05,Friday (2026-06-05)
Pharmacie Sekkat صيدلية السقاط,Fès,+212 5 35 60 81 12,hay nakhil rte bain smen,34.0125631,-5.0227221,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0125631,-5.0227221",2026-03-05,Friday (2026-06-05)
Pharmacie Al Wahda صيدلية الوحدة,Fès,+212 5 35 64 46 57,bd Abou houraira mont fleuri 1 FES,34.0132168,-5.0514716,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0132168,-5.0514716",2026-03-05,Friday (2026-06-05)
Pharmacie Kandoussi صيدلية القندوسي,Fès,+212 5 35 72 71 95,132 Lotiss farah bensouda fes,34.0037878,-5.0446424,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0037878,-5.0446424",2026-03-05,Friday (2026-06-05)
Pharmacie Ain Smen صيدلية عين السمن,Fès,+212 5 35 60 24 19,HAY AL WEFAK BLOC N 172 FEZ,34.0120186,-5.0262209,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0120186,-5.0262209",2026-03-05,Friday (2026-06-05)
Pharmacie Errachidia صيدلية الراشدية,Fès,+212 5 35 60 22 39,LOT ARRACHIDIA RTE AIN CHEKEF,34.015282,-5.0136845,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.015282,-5.0136845",2026-03-05,Friday (2026-06-05)
Pharmacie Al Wissal صيدلية الوصال,Fès ⴼⴰⵙ فاس,+212 5 35 65 59 06,PROJET WIAM RESIDENCE ZAHRAE HAY NASSIM FES,33.9952412,-5.0560575,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.9952412,-5.0560575",2026-03-05,Friday (2026-06-05)
صيدلية اليسر,TANGER,Not Available,Boulevard Mohamed V,35.7786487,-5.8079357,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=35.7786487,-5.8079357",2026-02-24,Friday (2026-06-05)
صيدلية دادي,الدار البيضاء,Not Available,شارع الداخلة,33.5464671,-7.5721396,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.5464671,-7.5721396",2026-02-25,Friday (2026-06-05)
Pharmacie Sidi Bouwafi صيدلية سيدي بوافي,Tanger طنجة,+212 5 39 34 22 34,Avenue Abou El Kacem Chrif Sebti,35.7650061,-5.8235157,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7650061,-5.8235157",2026-03-05,Friday (2026-06-05)
Pharmacie Afilal صيدلية أفيلال,Tanger,Not Available,Avenue Allal El Fassi شارع علال الفاسي,35.7619903,-5.7998232,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7619903,-5.7998232",2026-02-12,Friday (2026-06-05)
Para & Pharmacie Merieux صيدلية ميريو,Morocco,+212 5 22 86 05 70,Boulevard Abdelmoumen شارع عبد المومن,33.5673061,-7.6260074,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=33.5673061,-7.6260074",2026-04-24,Friday (2026-06-05)
Pharmacie Hyper,Morocco,+212 5 22 23 24 02,Rue Ali Abderrazzak زنقة علي عبد الرزاق,33.5858775,-7.6454385,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=33.5858775,-7.6454385",2026-04-16,Friday (2026-06-05)
Pharmacie Al Mawlid,Morocco,Not Available,Rue Abou Hassan Assaghir,33.5747609,-7.6481496,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=33.5747609,-7.6481496",2026-05-13,Friday (2026-06-05)
Pharmacie Ibn Baja صيدلية ابن باجة,Oujda,+212 5 36 50 56 39,Not Listed,34.653376,-1.8792618,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.653376,-1.8792618",2026-04-16,Friday (2026-06-05)
Pharmacie Mojamaa El Kheir صيدلية مجمع الخير,Settat,+212 5 23 72 27 79,Not Listed,32.9914488,-7.6017199,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=32.9914488,-7.6017199",2026-03-04,Friday (2026-06-05)
Pharmacie du Souk صيدلية السوق,Tinghir,+212 5 24 83 38 13,Place de la résistance,31.5187625,-5.5290801,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=31.5187625,-5.5290801",2026-03-05,Friday (2026-06-05)
صيدلية حي النصر 2,Morocco,+212 5 22 38 97 30,9,33.5341105,-7.5570706,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=33.5341105,-7.5570706",2026-03-04,Friday (2026-06-05)
Pharmacie et Laboratoire Al Andalous صيدلية و مختبر الأندلس,Al Hoceïma ⵍⵃⵓⵙⵉⵎⴰ الحسيمة,+212 5 39 98 28 99,Rue Hajarat Nekour,35.2451692,-3.9309277,Mo-Fr,Mo-Fr 09:00-19:30; Sa 09:00-13:00,Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.2451692,-3.9309277",2026-03-05,Friday (2026-06-05)
Pharmacie Sabahi صيدلية صباحي,Oujda,+212 5 36 54 07 14,Rue 1,34.6794583,-1.8813811,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.6794583,-1.8813811",2026-04-16,Friday (2026-06-05)
صيدلية نزالة العظم,نزالة العظم,+212 6 48 42 65 91,Not Listed,32.097959,-7.9517653,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=32.097959,-7.9517653",2026-04-16,Friday (2026-06-05)
